tag,pattern,response
bmi_weight_query,Apakah BMI mempengaruhi label Recommended atau Not Recommended di DiaBites,"BMI secara tidak langsung berpengaruh melalui TDEE. Pengguna dengan TDEE lebih rendah (berat badan lebih kecil) memiliki batas kalori harian lebih ketat, sehingga produk berkalori tinggi lebih mudah mendapat label Not Recommended."
bmi_weight_query,Saya obesitas apakah batas gula saya lebih ketat di DiaBites,"Ya, DiaBites menyesuaikan rekomendasi berdasarkan profil termasuk kondisi berat badan. Untuk pengguna dengan BMI tinggi dan diabetes, panduan umumnya merekomendasikan pembatasan gula dan kalori yang lebih ketat untuk mendukung kontrol berat dan gula darah."
bmi_weight_query,Saya kurus tapi punya diabetes apakah target kalori saya lebih rendah,"Pengguna dengan berat badan lebih ringan memiliki TDEE lebih rendah, sehingga target kalori harian juga lebih rendah. Namun untuk diabetes tipe 1 atau LADA yang sering lebih kurus, kebutuhan kalori tetap dihitung individual berdasarkan aktivitas."
bmi_weight_query,Cara melihat BMI saya berdasarkan data yang sudah diisi di DiaBites,"DiaBites menggunakan data tinggi dan berat Anda untuk menghitung BMR/TDEE, namun nilai BMI tidak ditampilkan langsung di antarmuka saat ini. Anda bisa menghitung BMI sendiri: berat(kg) dibagi tinggi(m) kuadrat."
bmi_weight_query,Apakah DiaBites bisa membantu saya mencapai berat badan ideal,"DiaBites membantu secara tidak langsung dengan memudahkan pilihan produk rendah kalori dan gula. Untuk program penurunan berat badan terstruktur, disarankan berkonsultasi dengan ahli gizi atau dokter yang dapat membuat rencana diet personal."
navbar_navigation,Ikon jam di navbar bawah DiaBites itu menuju ke halaman apa,"Ikon jam di navbar bawah DiaBites menuju ke halaman History (Riwayat Scan). Di sana Anda bisa melihat semua produk yang pernah dianalisis, lengkap dengan label Recommended, Caution, atau Not Recommended dan detail nutrisinya."
navbar_navigation,Ikon hati di navbar DiaBites itu untuk apa,"Ikon hati di navbar bawah DiaBites menuju ke halaman Community (Ruang Berbagi). Di sana pengguna bisa berbagi pengalaman, tips, dan saling mendukung sesama penderita diabetes dalam komunitas DiaBites."
navbar_navigation,Ikon orang di pojok kanan navbar DiaBites itu halaman apa,"Ikon orang di pojok kanan navbar menuju ke halaman Profile. Di sana Anda bisa mengelola akun, edit profil pribadi, update data kesehatan, ganti password, dan mengakses Syarat dan Ketentuan DiaBites."
navbar_navigation,Cara kembali ke beranda dari halaman lain di DiaBites,"Tap ikon rumah (Home) di pojok kiri navbar bawah untuk kembali ke beranda DiaBites dari halaman manapun. Beranda menampilkan Daily Wellness, Ringkasan Profil, tombol Scan, dan Aktivitas Sehat Hari Ini."
navbar_navigation,Navbar DiaBites terdiri dari berapa menu dan apa saja,"Navbar bawah DiaBites terdiri dari 5 menu: Home (ikon rumah), History (ikon jam), Scan (tombol bulat hijau di tengah), Community (ikon hati), dan Profile (ikon orang). Tombol Scan di tengah adalah fitur utama aplikasi."
navbar_navigation,Apakah tombol scan bulat hijau di tengah navbar bisa diakses dari semua halaman,"Ya, tombol bulat hijau Scan di tengah navbar selalu tersedia di semua halaman DiaBites. Ini memudahkan Anda untuk langsung scan label gizi kapanpun diperlukan tanpa harus kembali ke beranda terlebih dahulu."
navbar_navigation,Perbedaan ikon Home dan ikon History di navbar DiaBites,"Home (ikon rumah) mengarah ke beranda dengan ringkasan harian, target kalori, dan checklist aktivitas sehat. History (ikon jam) mengarah ke daftar semua produk yang sudah pernah Anda scan beserta hasilnya."
navbar_navigation,Cara navigasi antar halaman di DiaBites dengan cepat,"Gunakan navbar bawah untuk navigasi cepat antar halaman utama: Home, History, Scan, Community, dan Profile. Semua menu dapat diakses langsung dengan satu tap tanpa perlu tombol kembali."
navbar_navigation,Menu Community di navbar DiaBites itu ikon apa,"Community di navbar DiaBites ditandai dengan ikon hati. Saat Anda berada di halaman Community (Ruang Berbagi), ikon ini akan aktif dan berwarna lebih terang dibanding menu lainnya sebagai penanda halaman saat ini."
navbar_navigation,Apakah menu yang sedang aktif di navbar DiaBites ditandai dengan warna berbeda,"Ya, menu yang sedang aktif di navbar DiaBites ditandai dengan warna yang berbeda dari menu lainnya. Ini memudahkan Anda mengetahui halaman mana yang sedang dibuka tanpa perlu membaca label menu."
navbar_navigation,Kenapa tombol scan di tengah navbar lebih besar dari menu lainnya,Tombol Scan dibuat lebih besar dan menonjol karena merupakan fitur utama DiaBites. Desain ini memudahkan pengguna mengakses scan dengan cepat — hanya butuh satu tap dari posisi jempol yang natural saat memegang HP.
navbar_navigation,Di mana posisi menu History di navbar DiaBites,"Menu History berada di posisi kedua dari kiri pada navbar bawah DiaBites, ditandai dengan ikon jam. Tap ikon tersebut untuk membuka halaman Riwayat Scan yang menampilkan semua produk yang pernah Anda analisis."
navbar_navigation,Cara akses Ruang Berbagi dari navbar DiaBites,"Tap ikon hati (Community) di navbar bawah DiaBites untuk langsung masuk ke halaman Ruang Berbagi. Dari sana Anda bisa membaca postingan komunitas, memberikan like, menulis balasan, atau membuat postingan baru."
disclaimer,Syarat dan Ketentuan di profil DiaBites berisi tentang apa saja,"Syarat dan Ketentuan DiaBites mencakup: ketentuan penggunaan aplikasi, kebijakan privasi dan keamanan data pengguna, batasan layanan (DiaBites bukan alat diagnosis medis), hak dan kewajiban pengguna, serta kebijakan komunitas Ruang Berbagi."
disclaimer,Apakah data kesehatan saya aman disimpan di DiaBites,"DiaBites menyimpan data kesehatan Anda (tipe diabetes, BMI, riwayat scan) di server dengan keamanan standar. Data tidak dijual ke pihak ketiga. Untuk detail kebijakan privasi, baca Syarat dan Ketentuan di halaman Profile DiaBites."
disclaimer,DiaBites menyimpan riwayat scan saya di mana,Riwayat scan tersimpan di server DiaBites terhubung dengan akun Anda. Data dapat diakses dari perangkat manapun selama Anda login dengan akun yang sama. Anda bisa menghapus riwayat kapanpun melalui halaman History.
disclaimer,Apakah DiaBites bisa digunakan sebagai pengganti konsultasi dokter,"Tidak. DiaBites adalah alat bantu keputusan konsumsi, bukan pengganti konsultasi dokter atau ahli gizi. Rekomendasi DiaBites berbasis panduan umum ADA dan WHO, namun kondisi medis setiap individu berbeda dan memerlukan penanganan profesional."
disclaimer,Kondisi None di profil DiaBites apakah berbahaya,"Kondisi None berarti Anda belum mengisi atau memilih tipe diabetes 'Tidak Ada'. Ini tidak berbahaya, namun DiaBites akan menggunakan parameter rekomendasi umum yang mungkin kurang personal. Disarankan mengisi data kesehatan lengkap untuk hasil lebih akurat."
disclaimer,DiaBites tidak bertanggung jawab atas keputusan medis itu maksudnya bagaimana,"Artinya, DiaBites hanya memberikan informasi berbasis data nutrisi dan panduan umum diabetes. Keputusan medis seperti perubahan dosis insulin, diet ketat, atau penghentian obat harus selalu dikonsultasikan dengan dokter atau tenaga kesehatan profesional."
disclaimer,Apakah rekomendasi Recommended di DiaBites sudah divalidasi secara klinis,"Rekomendasi DiaBites berbasis panduan ADA (American Diabetes Association) dan WHO, namun belum melalui validasi klinis formal. DiaBites adalah decision support tool, bukan alat medis. Selalu konsultasikan kondisi khusus dengan dokter Anda."
disclaimer,Data saya di DiaBites digunakan untuk keperluan apa saja,"Data Anda digunakan untuk: (1) Menghitung BMR/TDEE personal, (2) Menyesuaikan rekomendasi produk berdasarkan profil diabetes, (3) Menampilkan riwayat scan pribadi. DiaBites tidak menggunakan data untuk iklan atau menjualnya ke pihak ketiga."
disclaimer,DiaBites aman digunakan untuk ibu hamil dengan diabetes gestasional,"DiaBites bisa digunakan sebagai referensi informasi gizi, namun ibu hamil dengan diabetes gestasional sangat disarankan untuk selalu berkonsultasi dengan dokter kandungan dan ahli gizi. Kebutuhan nutrisi selama kehamilan sangat individual dan kritis."
disclaimer,Apakah DiaBites cocok digunakan untuk anak-anak penderita diabetes tipe 1,"DiaBites dirancang untuk pengguna dewasa. Untuk anak-anak penderita diabetes tipe 1, kebutuhan nutrisi sangat berbeda dan sensitif terhadap perubahan. Sangat disarankan agar orang tua berkonsultasi langsung dengan dokter anak atau ahli gizi pediatrik."
disclaimer,Cara menghubungi tim DiaBites jika ada pertanyaan atau masalah,"Untuk menghubungi tim DiaBites, Anda bisa mencari informasi kontak di halaman Syarat dan Ketentuan di halaman Profile. Tim DiaBites dikembangkan oleh CC26-PSU220 dalam program Coding Camp 2026 powered by DBS Foundation."
disclaimer,DiaBites dibuat oleh siapa dan apakah aplikasinya terpercaya,"DiaBites dikembangkan oleh tim CC26-PSU220 dalam Coding Camp 2026 powered by DBS Foundation, terdiri dari Data Scientist, AI Engineer, dan Full-Stack Web Developer. Rekomendasi berbasis panduan ADA dan WHO, namun tetap bersifat decision support, bukan alat medis resmi."
product_scan_followup,Produk ini Caution tapi saya tetap ingin makan boleh tidak,"Boleh, namun perhatikan porsinya. Caution berarti satu komponen gizi mendekati batas aman. Konsumsi setengah sajian atau kurangi frekuensinya. Pantau gula darah Anda setelah konsumsi."
product_scan_followup,Kenapa dua produk serupa bisa berbeda hasilnya di DiaBites,"Perbedaan hasil terjadi karena perbedaan kandungan gizi antar produk. Meski terlihat serupa, kandungan gula, sodium, atau kalori bisa berbeda jauh. DiaBites mengevaluasi setiap produk berdasarkan nilai aktualnya."
product_scan_followup,Apakah produk Recommended di DiaBites benar-benar aman dikonsumsi setiap hari,Recommended berarti kandungan gizi sesuai profil Anda untuk sekali konsumsi. Namun konsumsi harian tetap perlu mempertimbangkan variasi makanan. Jangan konsumsi satu produk yang sama terus menerus meski statusnya Recommended.
product_scan_followup,Produk saya dapat Not Recommended padahal katanya sehat kenapa,"Label 'sehat' di kemasan tidak selalu berarti aman untuk penderita diabetes. DiaBites mengevaluasi berdasarkan kandungan gula, kalori, karbohidrat, lemak, dan sodium aktual sesuai profil Anda, bukan klaim marketing di kemasan."
product_scan_followup,Berapa kali boleh konsumsi produk Caution dalam seminggu,"Untuk produk Caution, disarankan maksimal 2-3 kali seminggu dengan porsi setengah sajian. Pantau respons gula darah Anda dan konsultasikan frekuensi konsumsi yang aman dengan dokter atau ahli gizi."
product_scan_followup,Apakah hasil scan DiaBites bisa berubah jika saya update profil,"Ya, hasil rekomendasi bisa berubah setelah update profil. Jika berat badan, tipe diabetes, atau tingkat aktivitas Anda berubah, scan ulang produk yang sama untuk mendapatkan evaluasi terbaru yang sesuai profil terkini."
product_scan_followup,Cara membandingkan dua produk sekaligus di DiaBites,"Scan kedua produk secara terpisah, lalu bandingkan hasilnya di halaman History. Lihat perbedaan kandungan gula, kalori, dan karbohidratnya untuk memilih produk yang lebih sesuai dengan kebutuhan diabetes Anda."
product_scan_followup,Produk minuman sering Not Recommended apakah semua minuman kemasan berbahaya,"Minuman kemasan umumnya tinggi gula tambahan sehingga sering Not Recommended untuk penderita diabetes. Pilih minuman berlabel tanpa gula, rendah kalori, atau air mineral sebagai alternatif yang lebih aman."
product_scan_followup,Apa yang dimaksud komponen gizi melebihi batas pada hasil scan,"Artinya satu atau lebih dari lima komponen utama (gula, kalori, karbohidrat, lemak, sodium) pada produk tersebut melampaui batas aman harian yang dihitung berdasarkan profil diabetes dan TDEE Anda."
product_scan_followup,Apakah scan DiaBites mempertimbangkan alergi makanan,"Saat ini DiaBites fokus pada analisis lima komponen nutrisi utama untuk diabetes: gula, kalori, karbohidrat, lemak, dan sodium. Informasi alergen belum termasuk dalam evaluasi. Selalu periksa daftar bahan pada kemasan secara manual."
product_scan_followup,Kenapa hasil scan berbeda padahal produk sama persis,"Pastikan foto label yang di-scan dari kemasan yang identik. Perbedaan bisa terjadi jika ada perbedaan ukuran kemasan, varian rasa, atau versi produk yang memiliki komposisi gizi berbeda meski nama produknya sama."
product_scan_followup,Apakah DiaBites bisa scan produk makanan restoran atau hanya kemasan,"DiaBites dirancang untuk memindai label Informasi Nilai Gizi pada produk kemasan yang memiliki label formal. Untuk makanan restoran yang tidak memiliki label gizi standar, fitur scan tidak bisa digunakan secara optimal."
product_scan_followup,Setelah scan produk Not Recommended apa alternatif yang bisa saya pilih,"Setelah mendapat Not Recommended, DiaBites menampilkan alasan spesifik komponen yang bermasalah. Cari produk sejenis dengan kandungan komponen tersebut yang lebih rendah, atau konsultasikan alternatif makanan dengan ahli gizi."
product_scan_followup,Apakah hasil Recommended berlaku untuk semua penderita diabetes,Tidak. Recommended di DiaBites bersifat personal berdasarkan profil Anda. Produk yang Recommended untuk Anda belum tentu Recommended untuk orang lain dengan tipe diabetes atau kondisi tubuh yang berbeda.
product_scan_followup,Cara share hasil scan DiaBites ke dokter atau ahli gizi,"Anda bisa screenshot halaman hasil scan DiaBites yang menampilkan detail nutrisi dan label rekomendasi, lalu bagikan ke dokter atau ahli gizi Anda sebagai bahan diskusi dalam sesi konsultasi."
product_scan_followup,Apakah scan DiaBites bisa mendeteksi gula tersembunyi dalam produk,"DiaBites mengekstrak data langsung dari label gizi pada kemasan. Jika gula tersembunyi tidak tercantum pada label (misalnya dalam sirup jagung atau maltosa), DiaBites tidak dapat mendeteksinya secara otomatis."
product_scan_followup,Berapa lama hasil scan tersimpan di DiaBites,Hasil scan tersimpan permanen di akun DiaBites Anda selama akun masih aktif dan tidak dihapus manual. Anda bisa mengaksesnya kapan saja di halaman History tanpa batas waktu.
product_scan_followup,Apakah bisa scan produk impor dengan label bahasa Inggris di DiaBites,"DiaBites dioptimalkan untuk label berbahasa Indonesia sesuai format BPOM. Untuk produk impor dengan label bahasa Inggris, hasil OCR mungkin kurang optimal. Gunakan fitur edit manual untuk memasukkan nilai gizi secara langsung."
product_scan_followup,Kenapa nilai gizi hasil scan berbeda dari yang tertera di kemasan,Perbedaan kecil bisa terjadi karena kualitas foto atau sudut pengambilan gambar. Gunakan fitur edit manual untuk mengoreksi nilai yang tidak sesuai agar evaluasi nutrisi tetap akurat berdasarkan data yang benar.
product_scan_followup,Apakah DiaBites menyimpan gambar label yang saya scan,"DiaBites memproses gambar untuk ekstraksi data nutrisi. Untuk detail kebijakan penyimpanan gambar, Anda bisa membaca Syarat dan Ketentuan di halaman Profile DiaBites."
product_scan_followup,Produk susu mendapat Caution di DiaBites apakah masih boleh diminum,"Susu dengan status Caution masih bisa dikonsumsi dalam porsi terbatas. Perhatikan komponen yang menjadi penyebab Caution, biasanya gula atau lemak jenuh. Pilih varian susu tanpa gula atau rendah lemak sebagai alternatif lebih aman."
product_scan_followup,Bagaimana cara DiaBites menentukan batas aman setiap komponen gizi,DiaBites menghitung batas aman berdasarkan panduan ADA dan WHO yang disesuaikan dengan TDEE personal Anda. Misalnya batas gula dihitung sebagai persentase dari total kalori harian berdasarkan tipe diabetes dan berat badan.
product_scan_followup,Apakah scan produk yang sama dua kali menghasilkan hasil berbeda,"Jika profil dan produk tidak berubah, hasil scan seharusnya konsisten. Perbedaan bisa terjadi jika kualitas foto berbeda sehingga OCR membaca nilai yang sedikit berbeda. Gunakan edit manual untuk memastikan data akurat."
product_scan_followup,Saya scan snack anak apakah DiaBites bisa mengevaluasinya,"Ya, DiaBites bisa scan produk apapun yang memiliki label Informasi Nilai Gizi termasuk snack anak. Namun perlu diingat bahwa rekomendasi DiaBites disesuaikan dengan profil pengguna dewasa yang terdaftar di akun."
serving_size_query,Di kemasan tertulis per sajian 30g tapi saya makan 60g bagaimana hitungnya,"Kalikan semua nilai gizi per sajian dengan 2. Jika per sajian mengandung 15g gula, maka 60g mengandung 30g gula. DiaBites otomatis menyesuaikan perhitungan jika Anda input jumlah sajian yang dikonsumsi."
serving_size_query,Takaran saji di label gizi DiaBites dipakai untuk menghitung apa saja,"Takaran saji digunakan sebagai dasar perhitungan semua nilai gizi: kalori, gula, karbohidrat, lemak, dan sodium. Semua nilai yang tertera di label mengacu pada satu takaran saji tersebut."
serving_size_query,Kenapa takaran saji penting untuk penderita diabetes,Takaran saji menentukan jumlah aktual nutrisi yang masuk ke tubuh. Penderita diabetes perlu sangat memperhatikan takaran saji karena melebihkan porsi berarti asupan gula dan karbohidrat juga lebih tinggi dari yang diperhitungkan.
serving_size_query,Di kemasan tertulis 5 sajian per kemasan itu artinya apa,"Artinya satu kemasan berisi 5 porsi takaran saji. Jika Anda menghabiskan seluruh kemasan, kalikan semua nilai gizi per sajian dengan 5 untuk mengetahui total nutrisi yang dikonsumsi."
serving_size_query,Cara input jumlah sajian yang dikonsumsi di DiaBites,"Setelah scan berhasil, DiaBites akan menampilkan field untuk mengisi jumlah sajian yang Anda konsumsi. Masukkan angka sesuai porsi Anda, misalnya 0.5 untuk setengah sajian atau 2 untuk dua kali takaran saji."
serving_size_query,Kenapa nilai gizi yang ditampilkan DiaBites berbeda dari label kemasan,"DiaBites menyesuaikan nilai gizi berdasarkan jumlah sajian yang Anda input. Jika Anda memasukkan 1.5 sajian, nilai yang ditampilkan adalah 150% dari yang tertera di label untuk mencerminkan konsumsi aktual Anda."
serving_size_query,Takaran saji 240ml di minuman itu kira-kira berapa gelas,240ml setara dengan satu gelas standar (gelas minum biasa). Satu botol minuman 600ml berarti mengandung sekitar 2.5 takaran saji. Perhatikan ini saat mengonsumsi minuman kemasan agar tidak melebihi batas aman.
serving_size_query,Apakah DiaBites bisa scan produk yang tidak ada takaran sajinya,"Jika takaran saji tidak terbaca, DiaBites akan meminta Anda mengisi secara manual. Anda bisa melihat takaran saji di bagian paling atas label gizi kemasan, biasanya tertulis Takaran Saji diikuti berat dalam gram atau ml."
serving_size_query,Saya makan setengah bungkus biskuit takaran sajinya bagaimana,"Jika satu bungkus adalah 2 sajian dan Anda makan setengah bungkus, berarti Anda mengonsumsi 1 sajian. Input 1 di kolom jumlah sajian DiaBites. Jika 1 bungkus adalah 1 sajian, input 0.5 untuk setengahnya."
serving_size_query,Kenapa takaran saji produk yang sama bisa berbeda ukurannya,"Takaran saji ditentukan oleh produsen dan bisa berbeda antar merek atau varian produk. Selalu periksa takaran saji spesifik pada kemasan yang sedang Anda scan, jangan asumsikan sama dengan produk sejenis lainnya."
serving_size_query,Cara menghitung berapa gram karbohidrat yang saya konsumsi dari satu kemasan,"Lihat nilai karbohidrat per sajian di label, lalu kalikan dengan jumlah sajian per kemasan jika Anda menghabiskan seluruh kemasan. Contoh: 25g karbo per sajian × 3 sajian per kemasan = 75g total karbohidrat."
serving_size_query,Takaran saji 2 keping biskuit itu berat sebenarnya berapa gram,"Berat aktual biasanya tercantum dalam tanda kurung di samping takaran saji, misalnya '2 keping (30g)'. Gunakan angka gram tersebut sebagai patokan, bukan jumlah kepingnya, karena ukuran keping bisa bervariasi."
serving_size_query,Apakah DiaBites mempertimbangkan frekuensi konsumsi dalam sehari,"Saat ini DiaBites mengevaluasi per sesi scan. Untuk memantau total konsumsi harian, Anda perlu scan setiap produk yang dikonsumsi. Total kalori harian terakumulasi di Daily Wellness beranda DiaBites."
serving_size_query,Saya makan camilan dua kali sehari apakah harus scan dua kali,"Ya, untuk akurasi pemantauan harian, sebaiknya scan setiap kali Anda mengonsumsi produk tersebut. Ini memastikan akumulasi kalori harian di Daily Wellness mencerminkan konsumsi aktual Anda sepanjang hari."
serving_size_query,Label menuliskan per 100g bukan per sajian apakah DiaBites bisa membacanya,"DiaBites bisa memproses label dengan format per 100g. Masukkan berat aktual yang Anda konsumsi, dan DiaBites akan menghitung proporsi nutrisi yang sesuai dengan jumlah konsumsi Anda tersebut."
serving_size_query,Cara hitung kalori jika makan 3 keping dari total 10 keping dalam kemasan,"Jika satu takaran saji adalah 2 keping dengan 80 kalori, maka 3 keping = 1.5 sajian = 120 kalori. Input 1.5 di kolom sajian DiaBites agar perhitungan nutrisi akurat sesuai porsi yang dikonsumsi."
serving_size_query,Apa bedanya berat bersih kemasan dengan takaran saji,"Berat bersih adalah total isi kemasan, sedangkan takaran saji adalah porsi yang direkomendasikan untuk sekali makan. Satu kemasan bisa memiliki beberapa takaran saji. Selalu gunakan takaran saji sebagai acuan, bukan berat bersih."
serving_size_query,Di label ada kalimat sajian per kemasan 4 itu maksudnya apa,"Artinya satu kemasan berisi 4 porsi takaran saji. Jika Anda mengonsumsi setengah kemasan, Anda mengonsumsi 2 sajian. Kalikan nilai gizi per sajian dengan 2 untuk mengetahui total nutrisi yang masuk."
serving_size_query,Kenapa penting memasukkan jumlah konsumsi dengan benar di DiaBites,Akurasi jumlah konsumsi sangat penting karena DiaBites menghitung apakah produk aman berdasarkan nutrisi aktual yang Anda konsumsi. Input yang salah bisa menghasilkan rekomendasi yang tidak sesuai dengan kondisi nyata.
serving_size_query,Produk tertulis takaran saji 1 botol 500ml saya hanya minum setengahnya,"Input 0.5 di kolom sajian DiaBites untuk mencerminkan konsumsi setengah botol. DiaBites akan menghitung nilai gizi 50% dari yang tertera di label, memberikan evaluasi yang lebih akurat sesuai porsi aktual Anda."
serving_size_query,Apakah DiaBites bisa scan produk curah yang tidak ada labelnya,Tidak. DiaBites memerlukan label Informasi Nilai Gizi formal pada kemasan produk untuk proses scan. Produk curah tanpa label standar tidak bisa dievaluasi melalui fitur scan DiaBites.
serving_size_query,Satu sachet minuman serbuk itu sama dengan berapa sajian,"Satu sachet biasanya adalah satu takaran saji, namun selalu cek label karena beberapa produk menggunakan setengah sachet sebagai satu sajian. Lihat tulisan Takaran Saji di bagian atas tabel gizi pada kemasan."
serving_size_query,Kenapa DiaBites meminta input berapa sajian yang dimakan,"Input jumlah sajian memungkinkan DiaBites menghitung nilai gizi aktual yang Anda konsumsi, bukan hanya nilai per sajian yang tertera di label. Ini membuat evaluasi Recommended, Caution, atau Not Recommended jauh lebih akurat."
serving_size_query,Cara mengetahui apakah saya sudah melebihi batas sajian aman hari ini,"Cek bagian Daily Wellness di beranda DiaBites untuk melihat akumulasi kalori harian Anda. Bandingkan dengan target kalori TDEE Anda. Jika sudah mendekati atau melebihi 100%, batasi konsumsi produk baru untuk sisa hari ini."
sugar_alternative_query,Apakah gula kelapa lebih aman dari gula pasir untuk diabetes,"Gula kelapa memiliki indeks glikemik lebih rendah (54) dibanding gula pasir (65), namun tetap mengandung kalori dan bisa menaikkan gula darah. Tetap batasi konsumsinya dan tidak dijadikan alasan untuk mengonsumsi lebih banyak."
sugar_alternative_query,Pemanis erythritol aman untuk diabetes tidak,Erythritol adalah pemanis yang hampir tidak diserap tubuh sehingga tidak menaikkan gula darah dan aman untuk diabetes. Namun konsumsi berlebih bisa menyebabkan gangguan pencernaan. Gunakan dalam jumlah wajar.
sugar_alternative_query,Apakah xylitol aman untuk penderita diabetes,Xylitol memiliki indeks glikemik rendah (7) dan relatif aman untuk diabetes. Tidak menyebabkan lonjakan gula darah signifikan. Namun perhatikan bahwa xylitol sangat berbahaya bagi anjing jika ada hewan peliharaan di rumah.
sugar_alternative_query,Gula aren sama dengan gula merah apakah aman untuk diabetes,"Gula aren dan gula merah memiliki profil gizi serupa dengan gula pasir. Meski sedikit lebih rendah indeks glikemiknya, keduanya tetap dapat menaikkan gula darah dan harus dibatasi oleh penderita diabetes."
sugar_alternative_query,Apakah produk berlabel no added sugar aman untuk diabetes,"Produk no added sugar berarti tidak ada gula yang ditambahkan dalam proses produksi, namun produk tersebut bisa masih mengandung gula alami. Selalu scan label DiaBites untuk mengetahui kandungan gula total yang sebenarnya."
sugar_alternative_query,Sucralose atau splenda aman untuk penderita diabetes,Sucralose (Splenda) adalah pemanis buatan yang tidak dimetabolisme tubuh sehingga tidak menaikkan gula darah. Umumnya aman untuk diabetes dalam jumlah wajar. Tersedia dalam banyak produk minuman rendah kalori.
sugar_alternative_query,Apakah aspartam berbahaya untuk penderita diabetes,"Aspartam adalah pemanis buatan yang sangat rendah kalori dan tidak menaikkan gula darah, sehingga aman untuk diabetes dalam jumlah yang direkomendasikan. Hindari jika Anda memiliki kondisi fenilketonuria (PKU)."
sugar_alternative_query,Mana lebih baik stevia atau monk fruit untuk diabetes,Keduanya adalah pemanis alami nol kalori yang tidak menaikkan gula darah dan aman untuk diabetes. Monk fruit sedikit lebih manis dari stevia. Pilihan bergantung preferensi rasa karena keduanya setara dari segi keamanan.
sugar_alternative_query,Apakah produk yang menggunakan pemanis alami tetap perlu discan di DiaBites,"Ya, tetap perlu scan. Produk dengan pemanis alami tetap bisa mengandung karbohidrat, lemak, atau sodium yang perlu dievaluasi. DiaBites menganalisis semua komponen gizi, tidak hanya gula."
sugar_alternative_query,Apa itu indeks glikemik pemanis dan kenapa penting untuk diabetes,"Indeks glikemik (IG) pemanis menunjukkan seberapa cepat ia menaikkan gula darah. Pemanis dengan IG rendah (stevia: 0, erythritol: 0) lebih aman untuk diabetes dibanding gula pasir (IG: 65) yang menaikkan gula darah lebih cepat."
sugar_alternative_query,Apakah minuman diet yang menggunakan pemanis buatan aman dikonsumsi setiap hari,Minuman diet umumnya aman untuk diabetes karena tidak menaikkan gula darah. Namun konsumsi berlebih pemanis buatan jangka panjang masih dalam penelitian. Variasikan dengan air mineral atau teh tanpa gula sebagai pilihan lebih aman.
sugar_alternative_query,Produk mengandung fruktosa apakah aman untuk diabetes,"Fruktosa memiliki IG rendah (19) sehingga tidak langsung menaikkan gula darah, namun metabolisme fruktosa di hati dapat meningkatkan trigliserida. Konsumsi fruktosa tambahan tetap harus dibatasi oleh penderita diabetes."
sugar_alternative_query,Apakah cokelat hitam dark chocolate boleh dimakan penderita diabetes,Dark chocolate (70%+ kakao) memiliki kandungan gula lebih rendah dari cokelat susu dan mengandung antioksidan. Bisa dikonsumsi dalam porsi kecil (10-20g) oleh penderita diabetes. Selalu scan label untuk memastikan kandungan gula.
sugar_alternative_query,Bedanya low sugar dan sugar free pada produk kemasan untuk diabetes,"Low sugar berarti kandungan gula dikurangi namun masih ada. Sugar free berarti tidak mengandung gula sama sekali tapi mungkin menggunakan pemanis buatan. Untuk diabetes, sugar free umumnya lebih aman, namun tetap cek label DiaBites."
sugar_alternative_query,Apakah produk berlabel diabetic friendly aman untuk semua tipe diabetes,Label diabetic friendly tidak memiliki standar regulasi resmi di Indonesia. Tetap scan produk dengan DiaBites karena klaim tersebut tidak menjamin kandungan gizi sesuai dengan kebutuhan spesifik profil diabetes Anda.
sugar_alternative_query,Sirup jagung atau high fructose corn syrup berbahaya untuk diabetes,High fructose corn syrup sangat tidak disarankan untuk diabetes. Kandungan fruktosa tingginya berkontribusi pada resistensi insulin dan peningkatan trigliserida. Periksa label produk dan hindari yang mencantumkan bahan ini.
sugar_alternative_query,Apakah kurma bisa jadi pengganti gula untuk penderita diabetes,Kurma memiliki IG menengah (42-62) dan mengandung serat yang memperlambat penyerapan gula. Bisa digunakan sebagai pemanis alami dalam jumlah sangat terbatas (1-2 butir). Konsultasikan dengan dokter untuk porsi yang aman.
sugar_alternative_query,Produk mengandung maltitol apakah aman untuk diabetes,"Maltitol adalah sugar alcohol dengan IG 35, lebih rendah dari gula pasir namun masih bisa menaikkan gula darah jika dikonsumsi berlebihan. Penderita diabetes perlu memperhatikan produk yang mengandung maltitol dalam jumlah besar."
sugar_alternative_query,Apakah minum air kelapa aman untuk penderita diabetes,Air kelapa mengandung gula alami sekitar 6g per 240ml. Dalam porsi kecil (maksimal 1 gelas) umumnya masih bisa ditoleransi. Hindari air kelapa dengan tambahan gula. Selalu pantau respons gula darah setelah mengonsumsinya.
sugar_alternative_query,Perbedaan gula rendah vs tanpa gula pada label produk yang discan DiaBites,"DiaBites membaca nilai aktual gula dari label, bukan klaim pada kemasan. Produk rendah gula bisa mengandung hingga 5g gula per 100g, sedangkan tanpa gula mengandung kurang dari 0.5g per 100g sesuai regulasi BPOM."
sugar_alternative_query,Apakah sorbitol dalam produk kemasan aman untuk diabetes,Sorbitol adalah sugar alcohol dengan IG rendah (9) yang umumnya aman untuk diabetes dalam jumlah wajar. Konsumsi berlebihan (>50g per hari) bisa menyebabkan efek laksatif. Biasanya ditemukan dalam produk permen sugar free.
